perturbed_top_10,perturbed_rank,keep_len,keep_index,masked_len,masked_index
"[(229, 0.74424493), (1109, 0.44182342), (203, 0.44031027), (537, 0.14260206), (581, 0.14056937), (321, 0.14051682), (310, 0.12452459), (353, 0.117872864), (236, 0.08540277), (449, 0.076023005), (472, 0.05965363), (428, 0.047597576), (474, 0.04226981), (684, 0.025593244), (282, 0.022873698), (86, 0.022663226), (743, 0.021754753), (473, 0.020852001), (326, 0.020450111), (707, 0.018144695)]","[229, 1109, 203, 537, 581, 321, 310, 353, 236, 449, 472, 428, 474, 684, 282, 86, 743, 473, 326, 707]",29,"[242, 6, 95, 430, 337, 126, 456, 232, 402, 335, 272, 686, 187, 194, 221, 10, 49, 227, 340, 175, 683, 517, 173, 181, 54, 567, 357, 688, 55]",29,"[384, 257, 258, 259, 687, 510, 650, 143, 21, 293, 549, 171, 300, 176, 434, 180, 182, 565, 186, 189, 78, 81, 209, 88, 226, 228, 240, 685, 509]"
"[(229, 0.34672245), (1109, 0.11032392), (203, 0.06381695), (321, 0.058089044), (353, 0.02784484), (581, 0.026388954), (449, 0.025282891), (537, 0.024711667), (310, 0.024652435), (473, 0.014691128), (236, 0.012937731), (474, 0.010846172), (472, 0.010548469), (82, 0.009986836), (277, 0.008657231), (987, 0.008576666), (707, 0.008195766), (326, 0.007975339), (155, 0.00795907), (197, 0.007734177)]","[229, 1109, 203, 321, 353, 581, 449, 537, 310, 473, 236, 474, 472, 82, 277, 987, 707, 326, 155, 197]",10,"[384, 171, 126, 685, 187, 257, 49, 340, 81, 95]",48,"[258, 259, 687, 517, 6, 510, 688, 10, 650, 143, 272, 402, 21, 293, 549, 300, 173, 430, 175, 176, 434, 683, 180, 181, 54, 55, 182, 565, 186, 567, 189, 194, 456, 78, 335, 209, 337, 88, 221, 226, 227, 228, 357, 232, 240, 242, 686, 509]"
"[(229, 0.84775597), (1109, 0.7472333), (203, 0.46402785), (321, 0.44287348), (353, 0.43007043), (474, 0.32407975), (236, 0.27664605), (310, 0.26356262), (537, 0.24067108), (449, 0.23846428), (743, 0.12693411), (581, 0.111681186), (197, 0.10868758), (472, 0.103914), (428, 0.08402936), (473, 0.06972473), (277, 0.06885507), (155, 0.057135317), (326, 0.0519611), (86, 0.051187277)]","[229, 1109, 203, 321, 353, 474, 236, 310, 537, 449, 743, 581, 197, 472, 428, 473, 277, 155, 326, 86]",54,"[49, 180, 510, 240, 10, 565, 257, 6, 21, 186, 337, 688, 258, 683, 686, 189, 175, 187, 517, 194, 357, 81, 78, 340, 402, 685, 143, 650, 126, 300, 171, 221, 176, 384, 173, 181, 232, 88, 335, 456, 567, 209, 95, 226, 272, 293, 259, 54, 430, 434, 509, 242, 227, 549]",4,"[687, 55, 182, 228]"
"[(229, 0.52847046), (1109, 0.24747866), (581, 0.072850734), (203, 0.07230682), (449, 0.056703757), (310, 0.04714086), (353, 0.045900624), (321, 0.04304668), (537, 0.040074673), (474, 0.022357099), (277, 0.021442799), (707, 0.019560192), (473, 0.019548094), (428, 0.017653657), (236, 0.017342666), (472, 0.016371835), (82, 0.01376755), (155, 0.013109404), (684, 0.012908109), (743, 0.012631305)]","[229, 1109, 581, 203, 449, 310, 353, 321, 537, 474, 277, 707, 473, 428, 236, 472, 82, 155, 684, 743]",14,"[259, 687, 567, 194, 340, 300, 228, 126, 402, 78, 272, 683, 81, 240]",44,"[384, 257, 258, 517, 6, 510, 688, 10, 650, 143, 21, 293, 549, 171, 173, 430, 175, 176, 49, 434, 180, 181, 54, 55, 182, 565, 186, 187, 189, 456, 335, 209, 337, 88, 221, 95, 226, 227, 357, 232, 242, 685, 686, 509]"
"[(229, 0.19498582), (1109, 0.08753462), (203, 0.041597955), (321, 0.01874172), (310, 0.018482795), (474, 0.016490139), (449, 0.015547524), (353, 0.014548488), (236, 0.014362605), (537, 0.013636836), (472, 0.0115865925), (581, 0.0075527076), (707, 0.007441974), (716, 0.006496177), (473, 0.0064056846), (743, 0.0062432676), (684, 0.00609962), (82, 0.005987551), (277, 0.0058880677), (326, 0.0058124103)]","[229, 1109, 203, 321, 310, 474, 449, 353, 236, 537, 472, 581, 707, 716, 473, 743, 684, 82, 277, 326]",5,"[683, 226, 209, 221, 257]",53,"[384, 258, 259, 687, 517, 6, 510, 688, 10, 650, 143, 272, 402, 21, 293, 549, 171, 300, 173, 430, 175, 176, 49, 434, 180, 181, 54, 55, 182, 565, 186, 187, 567, 189, 194, 456, 78, 335, 81, 337, 340, 88, 95, 227, 228, 357, 232, 240, 242, 685, 686, 509, 126]"
"[(229, 0.1569714), (1109, 0.03897217), (203, 0.026991993), (310, 0.011238106), (353, 0.010800211), (537, 0.00997091), (321, 0.00939121), (449, 0.008534997), (236, 0.00831885), (581, 0.0073007867), (472, 0.006508255), (428, 0.0056920215), (473, 0.0055214907), (474, 0.005332094), (684, 0.004070399), (197, 0.0037976112), (707, 0.0036356084), (86, 0.0035869), (743, 0.0035425574), (649, 0.0034551944)]","[229, 1109, 203, 310, 353, 537, 321, 449, 236, 581, 472, 428, 473, 474, 684, 197, 707, 86, 743, 649]",2,"[683, 650]",56,"[384, 257, 258, 259, 687, 517, 6, 510, 688, 10, 143, 272, 402, 21, 293, 549, 171, 300, 173, 430, 175, 176, 49, 434, 180, 181, 54, 55, 182, 565, 186, 187, 567, 189, 194, 456, 78, 335, 81, 209, 337, 340, 88, 221, 95, 226, 227, 228, 357, 232, 240, 242, 685, 686, 509, 126]"
"[(229, 0.56212467), (1109, 0.30869767), (203, 0.21249984), (449, 0.09824251), (537, 0.07010324), (310, 0.0648788), (581, 0.063406006), (353, 0.06298141), (321, 0.048058696), (473, 0.033345707), (236, 0.027427206), (155, 0.02462078), (197, 0.019816449), (428, 0.017814908), (684, 0.015599141), (472, 0.01499517), (277, 0.014968886), (474, 0.01457255), (660, 0.013512469), (86, 0.013438385)]","[229, 1109, 203, 449, 537, 310, 581, 353, 321, 473, 236, 155, 197, 428, 684, 472, 277, 474, 660, 86]",18,"[259, 683, 175, 567, 49, 685, 81, 337, 257, 509, 55, 565, 300, 687, 335, 293, 456, 187]",40,"[384, 258, 517, 6, 510, 688, 10, 650, 143, 272, 402, 21, 549, 171, 173, 430, 176, 434, 180, 181, 54, 182, 186, 189, 194, 78, 209, 340, 88, 221, 95, 226, 227, 228, 357, 232, 240, 242, 686, 126]"
"[(229, 0.76791906), (1109, 0.6979056), (353, 0.22541107), (537, 0.19891018), (310, 0.19662158), (203, 0.13347532), (449, 0.13315676), (236, 0.116018996), (581, 0.10391934), (321, 0.08860865), (428, 0.06291351), (277, 0.05511219), (473, 0.053067274), (472, 0.052969046), (474, 0.049391214), (743, 0.03546335), (684, 0.033791427), (326, 0.029552417), (707, 0.029467285), (197, 0.028977087)]","[229, 1109, 353, 537, 310, 203, 449, 236, 581, 321, 428, 277, 473, 472, 474, 743, 684, 326, 707, 197]",41,"[300, 510, 221, 293, 10, 565, 232, 549, 78, 509, 340, 189, 567, 272, 143, 402, 257, 242, 228, 6, 227, 240, 686, 181, 456, 650, 126, 384, 21, 171, 81, 95, 173, 434, 187, 688, 55, 685, 49, 259, 226]",17,"[258, 687, 517, 430, 175, 176, 683, 180, 54, 182, 186, 194, 335, 209, 337, 88, 357]"
"[(229, 0.43791068), (1109, 0.22153875), (353, 0.11746838), (203, 0.11025623), (321, 0.096039265), (310, 0.052747495), (537, 0.040543742), (449, 0.038604792), (474, 0.02853179), (236, 0.025581777), (581, 0.021382654), (197, 0.016895449), (472, 0.0149363335), (473, 0.014256648), (428, 0.01297474), (743, 0.011769771), (684, 0.009771877), (277, 0.009696084), (326, 0.009403529), (707, 0.009329396)]","[229, 1109, 353, 203, 321, 310, 537, 449, 474, 236, 581, 197, 472, 473, 428, 743, 684, 277, 326, 707]",15,"[549, 402, 337, 176, 180, 565, 209, 10, 357, 187, 683, 567, 293, 384, 6]",43,"[257, 258, 259, 687, 517, 510, 688, 650, 143, 272, 21, 171, 300, 173, 430, 175, 49, 434, 181, 54, 55, 182, 186, 189, 194, 456, 78, 335, 81, 340, 88, 221, 95, 226, 227, 228, 232, 240, 242, 685, 686, 509, 126]"
"[(229, 0.4982812), (1109, 0.30433047), (203, 0.12698248), (581, 0.087722), (353, 0.086205274), (321, 0.07118819), (537, 0.06680678), (310, 0.06074377), (449, 0.05365568), (473, 0.03079339), (474, 0.030531336), (472, 0.01895688), (236, 0.018881114), (707, 0.018036552), (277, 0.016640577), (684, 0.016599832), (155, 0.015821762), (326, 0.014931887), (197, 0.01439254), (282, 0.014181463)]","[229, 1109, 203, 581, 353, 321, 537, 310, 449, 473, 474, 472, 236, 707, 277, 684, 155, 326, 197, 282]",21,"[21, 126, 683, 259, 300, 88, 209, 187, 688, 686, 430, 81, 384, 510, 517, 221, 357, 509, 240, 402, 242]",37,"[257, 258, 687, 6, 10, 650, 143, 272, 293, 549, 171, 173, 175, 176, 49, 434, 180, 181, 54, 55, 182, 565, 186, 567, 189, 194, 456, 78, 335, 337, 340, 95, 226, 227, 228, 232, 685]"
"[(229, 0.3250585), (1109, 0.09021559), (203, 0.05677861), (321, 0.03473911), (537, 0.03290027), (236, 0.028991707), (353, 0.021917842), (310, 0.01928163), (449, 0.017195242), (581, 0.015649106), (472, 0.01556662), (474, 0.011732142), (473, 0.010277785), (428, 0.009967813), (197, 0.009470984), (743, 0.008703432), (684, 0.008567588), (707, 0.008560123), (277, 0.008553061), (82, 0.007941607)]","[229, 1109, 203, 321, 537, 236, 353, 310, 449, 581, 472, 474, 473, 428, 197, 743, 684, 707, 277, 82]",8,"[565, 126, 6, 175, 509, 685, 456, 517]",50,"[384, 257, 258, 259, 687, 510, 688, 10, 650, 143, 272, 402, 21, 293, 549, 171, 300, 173, 430, 176, 49, 434, 683, 180, 181, 54, 55, 182, 186, 187, 567, 189, 194, 78, 335, 81, 209, 337, 340, 88, 221, 95, 226, 227, 228, 357, 232, 240, 242, 686]"
"[(229, 0.8858891), (1109, 0.8421719), (321, 0.61355597), (203, 0.610098), (310, 0.50288266), (449, 0.39440045), (353, 0.36746627), (236, 0.3277345), (537, 0.3227058), (474, 0.29760903), (581, 0.20290662), (472, 0.115778215), (428, 0.112748675), (473, 0.10648608), (707, 0.09703916), (743, 0.09469381), (82, 0.08524904), (326, 0.07949112), (86, 0.07641934), (197, 0.07339067)]","[229, 1109, 321, 203, 310, 449, 353, 236, 537, 474, 581, 472, 428, 473, 707, 743, 82, 326, 86, 197]",57,"[10, 434, 517, 565, 510, 456, 232, 194, 337, 143, 293, 549, 300, 259, 227, 21, 175, 687, 567, 242, 257, 650, 182, 171, 686, 209, 683, 126, 55, 402, 176, 240, 430, 272, 384, 509, 187, 335, 688, 226, 221, 54, 357, 95, 181, 88, 186, 173, 228, 81, 78, 340, 189, 6, 180, 685, 49]",1,[258]
"[(229, 0.50660783), (1109, 0.27381343), (203, 0.14055246), (537, 0.06975032), (449, 0.06910574), (310, 0.05883841), (581, 0.055344883), (353, 0.04819679), (236, 0.0481681), (321, 0.04470421), (474, 0.028509615), (472, 0.01946258), (473, 0.016726915), (707, 0.014777199), (428, 0.012731259), (684, 0.012694654), (326, 0.010920462), (155, 0.010807554), (743, 0.010604811), (82, 0.010580768)]","[229, 1109, 203, 537, 449, 310, 581, 353, 236, 321, 474, 472, 473, 707, 428, 684, 326, 155, 743, 82]",18,"[21, 257, 510, 228, 189, 180, 126, 242, 221, 181, 565, 176, 227, 49, 173, 337, 300, 683]",40,"[384, 258, 259, 687, 517, 6, 688, 10, 650, 143, 272, 402, 293, 549, 171, 430, 175, 434, 54, 55, 182, 186, 187, 567, 194, 456, 78, 335, 81, 209, 340, 88, 95, 226, 357, 232, 240, 685, 686, 509]"
"[(229, 0.89702153), (1109, 0.7682854), (203, 0.7294575), (310, 0.52689046), (321, 0.44516575), (353, 0.35789332), (581, 0.3376957), (537, 0.33237427), (449, 0.23368143), (236, 0.13776842), (197, 0.1282058), (428, 0.12298344), (326, 0.106354214), (472, 0.08110276), (473, 0.072968654), (82, 0.070198946), (684, 0.06809523), (155, 0.055410203), (716, 0.053401377), (282, 0.045587685)]","[229, 1109, 203, 310, 321, 353, 581, 537, 449, 236, 197, 428, 326, 472, 473, 82, 684, 155, 716, 282]",53,"[181, 88, 430, 242, 293, 54, 209, 257, 509, 187, 687, 180, 228, 650, 456, 171, 434, 226, 55, 335, 549, 81, 182, 300, 227, 357, 186, 221, 686, 340, 194, 78, 258, 95, 126, 259, 685, 565, 189, 337, 176, 384, 517, 173, 240, 683, 232, 21, 402, 175, 143, 510, 567]",5,"[6, 688, 10, 272, 49]"
"[(229, 0.70827216), (1109, 0.47876394), (236, 0.17939012), (353, 0.1714236), (203, 0.13884486), (310, 0.1337024), (449, 0.12372482), (537, 0.11557557), (581, 0.047073312), (321, 0.046662938), (474, 0.03760144), (428, 0.032638773), (472, 0.020352494), (743, 0.019602243), (707, 0.01647903), (684, 0.01603263), (473, 0.015882464), (53, 0.01577361), (155, 0.01512864), (326, 0.014976306)]","[229, 1109, 236, 353, 203, 310, 449, 537, 581, 321, 474, 428, 472, 743, 707, 684, 473, 53, 155, 326]",32,"[340, 293, 186, 434, 335, 126, 567, 226, 227, 55, 182, 259, 240, 189, 509, 173, 49, 10, 81, 176, 650, 683, 209, 78, 175, 194, 221, 232, 88, 565, 337, 430]",26,"[384, 257, 258, 687, 517, 6, 510, 688, 143, 272, 402, 21, 549, 171, 300, 180, 181, 54, 187, 456, 95, 228, 357, 242, 685, 686]"
"[(229, 0.60896575), (1109, 0.25663474), (203, 0.23057005), (449, 0.10986156), (236, 0.10186791), (321, 0.09498452), (353, 0.092437096), (310, 0.084689446), (537, 0.060848605), (428, 0.041769147), (581, 0.031890824), (473, 0.020893564), (684, 0.019000221), (474, 0.016299075), (472, 0.014969526), (277, 0.014257023), (155, 0.013443026), (548, 0.012275166), (987, 0.01190426), (197, 0.011829351)]","[229, 1109, 203, 449, 236, 321, 353, 310, 537, 428, 581, 473, 684, 474, 472, 277, 155, 548, 987, 197]",21,"[240, 49, 357, 686, 258, 300, 95, 226, 189, 456, 510, 430, 54, 402, 650, 21, 549, 272, 88, 340, 78]",37,"[384, 257, 259, 687, 517, 6, 688, 10, 143, 293, 171, 173, 175, 176, 434, 683, 180, 181, 55, 182, 565, 186, 187, 567, 194, 335, 81, 209, 337, 221, 227, 228, 232, 242, 685, 509, 126]"
"[(229, 0.7315055), (1109, 0.35410038), (203, 0.2887084), (310, 0.16237156), (353, 0.15887737), (321, 0.12750006), (449, 0.12139879), (474, 0.077959456), (537, 0.076873474), (472, 0.055194363), (428, 0.04987386), (581, 0.047837265), (236, 0.046436783), (277, 0.03002535), (197, 0.025406247), (53, 0.024525996), (684, 0.02370059), (743, 0.023453888), (326, 0.02106553), (473, 0.019210665)]","[229, 1109, 203, 310, 353, 321, 449, 474, 537, 472, 428, 581, 236, 277, 197, 53, 684, 743, 326, 473]",36,"[221, 209, 430, 186, 189, 78, 171, 565, 182, 88, 357, 549, 181, 517, 232, 228, 240, 242, 567, 384, 180, 456, 226, 143, 81, 300, 126, 509, 10, 257, 402, 650, 227, 335, 685, 687]",22,"[258, 259, 6, 510, 688, 272, 21, 293, 173, 175, 176, 49, 434, 683, 54, 55, 187, 194, 337, 340, 95, 686]"
"[(229, 0.50125265), (1109, 0.2194235), (203, 0.13909784), (321, 0.06954921), (581, 0.06469393), (353, 0.045918953), (537, 0.042057216), (449, 0.035586774), (473, 0.025800752), (236, 0.024800315), (310, 0.023556814), (472, 0.02170657), (474, 0.020822031), (684, 0.014388428), (428, 0.013551628), (707, 0.01286127), (53, 0.011765844), (326, 0.011362881), (86, 0.011187959), (743, 0.011090429)]","[229, 1109, 203, 321, 581, 353, 537, 449, 473, 236, 310, 472, 474, 684, 428, 707, 53, 326, 86, 743]",14,"[227, 430, 650, 209, 187, 143, 434, 6, 189, 49, 272, 171, 175, 126]",44,"[384, 257, 258, 259, 687, 517, 510, 688, 10, 402, 21, 293, 549, 300, 173, 176, 683, 180, 181, 54, 55, 182, 565, 186, 567, 194, 456, 78, 335, 81, 337, 340, 88, 221, 95, 226, 228, 357, 232, 240, 242, 685, 686, 509]"
"[(229, 0.84910136), (1109, 0.7153618), (203, 0.47153714), (353, 0.35915738), (310, 0.31322977), (321, 0.2589623), (449, 0.24432445), (537, 0.23978995), (474, 0.22049187), (581, 0.19992197), (236, 0.09715267), (197, 0.081105724), (743, 0.060978413), (428, 0.05845312), (155, 0.056757532), (472, 0.04945114), (326, 0.04874636), (277, 0.047844682), (707, 0.04667999), (548, 0.044214938)]","[229, 1109, 203, 353, 310, 321, 449, 537, 474, 581, 236, 197, 743, 428, 155, 472, 326, 277, 707, 548]",47,"[209, 456, 55, 95, 402, 10, 258, 340, 189, 187, 226, 181, 686, 509, 242, 257, 228, 227, 21, 384, 549, 517, 272, 293, 300, 567, 259, 54, 126, 683, 335, 650, 88, 81, 143, 240, 171, 510, 337, 49, 6, 186, 221, 78, 685, 175, 180]",11,"[687, 688, 173, 430, 176, 434, 182, 565, 194, 357, 232]"
"[(229, 0.68152493), (1109, 0.4714322), (203, 0.3700068), (321, 0.18660213), (310, 0.1323413), (449, 0.12328484), (537, 0.10112912), (353, 0.085205965), (474, 0.048723813), (472, 0.043166038), (581, 0.041815177), (236, 0.03607269), (743, 0.036030468), (326, 0.029541852), (428, 0.0261353), (707, 0.023838002), (86, 0.02357582), (197, 0.022526179), (53, 0.02093206), (277, 0.018679932)]","[229, 1109, 203, 321, 310, 449, 537, 353, 474, 472, 581, 236, 743, 326, 428, 707, 86, 197, 53, 277]",36,"[565, 357, 340, 186, 175, 227, 300, 95, 402, 181, 187, 384, 55, 683, 171, 173, 228, 180, 337, 143, 259, 688, 335, 685, 226, 257, 650, 21, 176, 209, 434, 221, 509, 517, 10, 549]",22,"[258, 687, 6, 510, 272, 293, 430, 49, 54, 182, 567, 189, 194, 456, 78, 81, 88, 232, 240, 242, 686, 126]"
"[(229, 0.69470114), (1109, 0.42219293), (203, 0.21845351), (321, 0.20964606), (310, 0.20147608), (236, 0.16869858), (537, 0.15769711), (449, 0.14398144), (473, 0.09875203), (353, 0.0952914), (581, 0.061737698), (474, 0.050461628), (743, 0.040979035), (472, 0.03941663), (155, 0.033194024), (197, 0.026940927), (684, 0.026850155), (82, 0.02218964), (326, 0.021521373), (86, 0.021477044)]","[229, 1109, 203, 321, 310, 236, 537, 449, 473, 353, 581, 474, 743, 472, 155, 197, 684, 82, 326, 86]",27,"[173, 10, 272, 189, 434, 335, 259, 187, 55, 226, 685, 6, 686, 688, 88, 549, 567, 293, 171, 49, 176, 221, 687, 300, 340, 683, 186]",31,"[384, 257, 258, 517, 510, 650, 143, 402, 21, 430, 175, 180, 181, 54, 182, 565, 194, 456, 78, 81, 209, 337, 95, 227, 228, 357, 232, 240, 242, 509, 126]"
"[(229, 0.7670657), (1109, 0.54946566), (203, 0.37174496), (321, 0.24381785), (236, 0.22820601), (310, 0.19833875), (449, 0.1919227), (353, 0.15907751), (537, 0.157662), (581, 0.09908069), (472, 0.08890214), (474, 0.07534771), (428, 0.05572049), (473, 0.044012092), (155, 0.04162), (53, 0.036582336), (282, 0.02986128), (277, 0.029595332), (197, 0.0291996), (326, 0.025599934)]","[229, 1109, 203, 321, 236, 310, 449, 353, 537, 581, 472, 474, 428, 473, 155, 53, 282, 277, 197, 326]",35,"[189, 176, 259, 517, 173, 357, 226, 6, 509, 209, 565, 240, 685, 55, 126, 272, 10, 300, 687, 434, 182, 650, 340, 456, 228, 688, 78, 232, 335, 683, 227, 257, 95, 49, 258]",23,"[384, 510, 143, 402, 21, 293, 549, 171, 430, 175, 180, 181, 54, 186, 187, 567, 194, 81, 337, 88, 221, 242, 686]"
"[(229, 0.47592035), (203, 0.26060447), (1109, 0.17637897), (236, 0.08526495), (581, 0.07104654), (321, 0.06747991), (310, 0.060843464), (537, 0.056918424), (353, 0.045382753), (449, 0.045101415), (473, 0.022118486), (428, 0.020775057), (474, 0.01936815), (277, 0.01635265), (743, 0.014153791), (155, 0.012750457), (684, 0.012625437), (82, 0.011930869), (472, 0.010875801), (197, 0.010769729)]","[229, 203, 1109, 236, 581, 321, 310, 537, 353, 449, 473, 428, 474, 277, 743, 155, 684, 82, 472, 197]",18,"[181, 335, 259, 6, 384, 171, 189, 176, 434, 88, 688, 182, 81, 685, 187, 21, 686, 565]",40,"[257, 258, 687, 517, 510, 10, 650, 143, 272, 402, 293, 549, 300, 173, 430, 175, 49, 683, 180, 54, 55, 186, 567, 194, 456, 78, 209, 337, 340, 221, 95, 226, 227, 228, 357, 232, 240, 242, 509, 126]"
"[(229, 0.8588376), (1109, 0.66943586), (310, 0.45455024), (236, 0.30960122), (203, 0.26879635), (321, 0.24256562), (449, 0.23496085), (537, 0.2254941), (353, 0.16118263), (473, 0.14111806), (197, 0.117019184), (472, 0.09370532), (428, 0.093062334), (581, 0.09080058), (474, 0.089571714), (684, 0.07976255), (277, 0.079605415), (743, 0.07831947), (707, 0.07556893), (155, 0.0656568)]","[229, 1109, 310, 236, 203, 321, 449, 537, 353, 473, 197, 472, 428, 581, 474, 684, 277, 743, 707, 155]",51,"[186, 171, 143, 21, 293, 384, 272, 686, 565, 683, 54, 340, 227, 549, 510, 49, 126, 509, 173, 10, 95, 650, 257, 228, 55, 402, 517, 182, 175, 180, 240, 335, 194, 232, 6, 187, 567, 300, 258, 242, 688, 81, 226, 189, 337, 434, 181, 88, 687, 357, 176]",7,"[259, 430, 456, 78, 209, 221, 685]"
"[(229, 0.35687733), (1109, 0.1167948), (203, 0.091996685), (581, 0.0453404), (321, 0.04158198), (310, 0.03611836), (353, 0.03422372), (537, 0.027782986), (449, 0.022322288), (236, 0.015632132), (473, 0.013012362), (743, 0.012833556), (472, 0.011892874), (474, 0.010621218), (428, 0.009960394), (707, 0.009352951), (86, 0.0087859295), (684, 0.008333426), (197, 0.00832256), (277, 0.008214501)]","[229, 1109, 203, 581, 321, 310, 353, 537, 449, 236, 473, 743, 472, 474, 428, 707, 86, 684, 197, 277]",9,"[434, 686, 456, 687, 181, 54, 228, 549, 257]",49,"[384, 258, 259, 517, 6, 510, 688, 10, 650, 143, 272, 402, 21, 293, 171, 300, 173, 430, 175, 176, 49, 683, 180, 55, 182, 565, 186, 187, 567, 189, 194, 78, 335, 81, 209, 337, 340, 88, 221, 95, 226, 227, 357, 232, 240, 242, 685, 509, 126]"
"[(229, 0.029342238), (1109, 0.008457767), (203, 0.0058263335), (321, 0.005097835), (310, 0.005009065), (353, 0.0049654553), (449, 0.0043210206), (537, 0.0040045762), (581, 0.0038990334), (236, 0.0038258773), (474, 0.0032948107), (473, 0.0027528992), (472, 0.002624767), (428, 0.002567597), (684, 0.002441644), (707, 0.0023896839), (197, 0.0022136497), (277, 0.0019544864), (86, 0.0018278979), (743, 0.0017495028)]","[229, 1109, 203, 321, 310, 353, 449, 537, 581, 236, 474, 473, 472, 428, 684, 707, 197, 277, 86, 743]",1,[685],57,"[384, 257, 258, 259, 687, 517, 6, 510, 688, 10, 650, 143, 272, 402, 21, 293, 549, 171, 300, 173, 430, 175, 176, 49, 434, 683, 180, 181, 54, 55, 182, 565, 186, 187, 567, 189, 194, 456, 78, 335, 81, 209, 337, 340, 88, 221, 95, 226, 227, 228, 357, 232, 240, 242, 686, 509, 126]"
"[(229, 0.3676914), (1109, 0.14717275), (203, 0.06584234), (310, 0.0536022), (321, 0.050161663), (449, 0.045055304), (236, 0.030292613), (353, 0.02820202), (537, 0.026398825), (581, 0.024615107), (474, 0.017482296), (155, 0.015552605), (472, 0.012496684), (707, 0.010282777), (277, 0.010139969), (428, 0.009977601), (326, 0.009866738), (743, 0.009756284), (86, 0.009068923), (197, 0.008965015)]","[229, 1109, 203, 310, 321, 449, 236, 353, 537, 581, 474, 155, 472, 707, 277, 428, 326, 743, 86, 197]",10,"[226, 357, 240, 55, 81, 180, 232, 88, 688, 186]",48,"[384, 257, 258, 259, 687, 517, 6, 510, 10, 650, 143, 272, 402, 21, 293, 549, 171, 300, 173, 430, 175, 176, 49, 434, 683, 181, 54, 182, 565, 187, 567, 189, 194, 456, 78, 335, 209, 337, 340, 221, 95, 227, 228, 242, 685, 686, 509, 126]"
"[(229, 0.62691903), (1109, 0.4323599), (203, 0.27457523), (236, 0.17096105), (321, 0.15844667), (353, 0.12585136), (537, 0.08769663), (449, 0.08516485), (474, 0.06528499), (310, 0.06273788), (428, 0.032696124), (472, 0.02570349), (581, 0.023773238), (743, 0.018184772), (707, 0.017410161), (473, 0.016785096), (197, 0.015771285), (326, 0.015541044), (155, 0.015120549), (53, 0.014301407)]","[229, 1109, 203, 236, 321, 353, 537, 449, 474, 310, 428, 472, 581, 743, 707, 473, 197, 326, 155, 53]",26,"[175, 143, 49, 187, 226, 171, 240, 272, 186, 340, 180, 384, 549, 194, 209, 232, 430, 337, 686, 228, 300, 567, 685, 335, 78, 510]",32,"[257, 258, 259, 687, 517, 6, 688, 10, 650, 402, 21, 293, 173, 176, 434, 683, 181, 54, 55, 182, 565, 189, 456, 81, 88, 221, 95, 227, 357, 242, 509, 126]"
"[(229, 0.5725279), (203, 0.22470053), (1109, 0.1844285), (321, 0.07201671), (581, 0.068368904), (537, 0.06804615), (353, 0.065682806), (236, 0.06252147), (310, 0.055601895), (449, 0.03942655), (707, 0.024188695), (474, 0.023016915), (472, 0.021659924), (743, 0.016757522), (473, 0.015439758), (277, 0.014733437), (197, 0.0141361365), (428, 0.013460739), (282, 0.0129392585), (326, 0.012921642)]","[229, 203, 1109, 321, 581, 537, 353, 236, 310, 449, 707, 474, 472, 743, 473, 277, 197, 428, 282, 326]",17,"[259, 181, 209, 456, 402, 549, 293, 272, 687, 688, 55, 565, 300, 257, 567, 49, 173]",41,"[384, 258, 517, 6, 510, 10, 650, 143, 21, 171, 430, 175, 176, 434, 683, 180, 54, 182, 186, 187, 189, 194, 78, 335, 81, 337, 340, 88, 221, 95, 226, 227, 228, 357, 232, 240, 242, 685, 686, 509, 126]"
"[(229, 0.17447394), (1109, 0.06323328), (203, 0.05500416), (321, 0.02948978), (537, 0.012585938), (310, 0.0125082275), (449, 0.0107229045), (353, 0.0090958355), (428, 0.008314866), (472, 0.007994149), (581, 0.006622582), (474, 0.0063216304), (743, 0.0060576717), (684, 0.0055089104), (155, 0.0054656523), (236, 0.0053614876), (707, 0.005175854), (197, 0.005142267), (473, 0.0051075006), (277, 0.004573684)]","[229, 1109, 203, 321, 537, 310, 449, 353, 428, 472, 581, 474, 743, 684, 155, 236, 707, 197, 473, 277]",5,"[384, 187, 21, 189, 259]",53,"[257, 258, 687, 517, 6, 510, 688, 10, 650, 143, 272, 402, 293, 549, 171, 300, 173, 430, 175, 176, 49, 434, 683, 180, 181, 54, 55, 182, 565, 186, 567, 194, 456, 78, 335, 81, 209, 337, 340, 88, 221, 95, 226, 227, 228, 357, 232, 240, 242, 685, 686, 509, 126]"
